Mod:Item:MetaData, Localized Name
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
jrftl:prepared_flesh, Prepared Flesh
psicaster:caster, Auto-Caster
magneticraft:crushing_table:0, Crushing Table
magneticraft:sluice_box:0, Sluice Box
magneticraft:shelving_unit:0, Shelving Unit
magneticraft:steam_engine:0, Steam Engine
magneticraft:sieve:0, Sieve
magneticraft:hydraulic_press:0, Precision Hydraulic Press
magneticraft:big_combustion_chamber:0, Large Solid Fuel Firebox
magneticraft:big_steam_boiler:0, Large Solid Fuel Boiler
magneticraft:multiblock_parts:0, Pressure Head Engineering Block
magneticraft:multiblock_parts:1, Mesh Engineering Block
magneticraft:multiblock_parts:2, Caution Engineering Block
magneticraft:multiblock_parts:3, Exhaust Engineering Block
magneticraft:combustion_chamber:0, Solid Fuel Firebox
magneticraft:steam_boiler:0, Solid Fuel Boiler
magneticraft:air_bubble:0, Air Bubble
magneticraft:airlock:0, Bubble Dome Pressurizer
magneticraft:electric_engine:0, LV Alternator
magneticraft:inserter:0, Inserter
magneticraft:feeding_trough:0, Wooden Feeding Trough
mekores:mekanismore:0, Uranium Crystal
mekores:mekanismore:1, Uranium Shard
mekores:mekanismore:2, Uranium Clump
mekores:mekanismore:3, Dirty Uranium Dust
mekores:mekanismore:4, Uranium Dust
mekores:mekanismore:5, Yellorium Crystal
mekores:mekanismore:6, Yellorium Shard
mekores:mekanismore:7, Yellorium Clump
mekores:mekanismore:8, Dirty Yellorium Dust
mekores:mekanismore:9, Yellorium Dust
mekores:mekanismore:10, Nickel Crystal
mekores:mekanismore:11, Nickel Shard
mekores:mekanismore:12, Nickel Clump
mekores:mekanismore:13, Dirty Nickel Dust
mekores:mekanismore:14, Nickel Dust
mekores:mekanismore:15, Platinum Crystal
mekores:mekanismore:16, Platinum Shard
mekores:mekanismore:17, Platinum Clump
mekores:mekanismore:18, Dirty Platinum Dust
mekores:mekanismore:19, Platinum Dust
mekores:mekanismore:20, Iridium Crystal
mekores:mekanismore:21, Iridium Shard
mekores:mekanismore:22, Iridium Clump
mekores:mekanismore:23, Dirty Iridium Dust
mekores:mekanismore:24, Iridium Dust
mekores:mekanismore:25, Mithril Crystal
mekores:mekanismore:26, Mithril Shard
mekores:mekanismore:27, Mithril Clump
mekores:mekanismore:28, Dirty Mithril Dust
mekores:mekanismore:29, Mithril Dust
mekores:mekanismore:30, Aluminum Crystal
mekores:mekanismore:31, Aluminum Shard
mekores:mekanismore:32, Aluminum Clump
mekores:mekanismore:33, Dirty Aluminum Dust
mekores:mekanismore:34, Aluminum Dust
mekores:mekanismore:35, Cobalt Crystal
mekores:mekanismore:36, Cobalt Shard
mekores:mekanismore:37, Cobalt Clump
mekores:mekanismore:38, Dirty Cobalt Dust
mekores:mekanismore:39, Cobalt Dust
mekores:mekanismore:40, Ardite Crystal
mekores:mekanismore:41, Ardite Shard
mekores:mekanismore:42, Ardite Clump
mekores:mekanismore:43, Dirty Ardite Dust
mekores:mekanismore:44, Ardite Dust
mekores:mekanismore:45, Starmetal Crystal
mekores:mekanismore:46, Starmetal Shard
mekores:mekanismore:47, Starmetal Clump
mekores:mekanismore:48, Dirty Starmetal Dust
mekores:mekanismore:49, Starmetal Dust
mekores:mekanismore:50, Draconium Crystal
mekores:mekanismore:51, Draconium Shard
mekores:mekanismore:52, Draconium Clump
mekores:mekanismore:53, Dirty Draconium Dust
mekores:mekanismore:54, Draconium Dust
mekores:mekanismore:55, Beryllium Crystal
mekores:mekanismore:56, Beryllium Shard
mekores:mekanismore:57, Beryllium Clump
mekores:mekanismore:58, Dirty Beryllium Dust
mekores:mekanismore:59, Beryllium Dust
mekores:mekanismore:60, Boron Crystal
mekores:mekanismore:61, Boron Shard
mekores:mekanismore:62, Boron Clump
mekores:mekanismore:63, Dirty Boron Dust
mekores:mekanismore:64, Boron Dust
mekores:mekanismore:65, Lithium Crystal
mekores:mekanismore:66, Lithium Shard
mekores:mekanismore:67, Lithium Clump
mekores:mekanismore:68, Dirty Lithium Dust
mekores:mekanismore:69, Lithium Dust
mekores:mekanismore:70, Magnesium Crystal
mekores:mekanismore:71, Magnesium Shard
mekores:mekanismore:72, Magnesium Clump
mekores:mekanismore:73, Dirty Magnesium Dust
mekores:mekanismore:74, Magnesium Dust
mekores:mekanismore:75, Thorium Crystal
mekores:mekanismore:76, Thorium Shard
mekores:mekanismore:77, Thorium Clump
mekores:mekanismore:78, Dirty Thorium Dust
mekores:mekanismore:79, Thorium Dust
mekores:mekanismore:80, Zirconium Crystal
mekores:mekanismore:81, Zirconium Shard
mekores:mekanismore:82, Zirconium Clump
mekores:mekanismore:83, Dirty Zirconium Dust
mekores:mekanismore:84, Zirconium Dust
mekores:mekanismore:85, Titanium Crystal
mekores:mekanismore:86, Titanium Shard
mekores:mekanismore:87, Titanium Clump
mekores:mekanismore:88, Dirty Titanium Dust
mekores:mekanismore:89, Titanium Dust
mekores:mekanismore:90, Desh Crystal
mekores:mekanismore:91, Desh Shard
mekores:mekanismore:92, Desh Clump
mekores:mekanismore:93, Dirty Desh Dust
mekores:mekanismore:94, Desh Dust
mekores:mekanismore:95, Carbon Crystal
mekores:mekanismore:96, Carbon Shard
mekores:mekanismore:97, Carbon Clump
mekores:mekanismore:98, Dirty Carbon Dust
mekores:mekanismore:99, Carbon Dust
mekores:mekanismore:100, Dark Iron Crystal
mekores:mekanismore:101, Dark Iron Shard
mekores:mekanismore:102, Dark Iron Clump
mekores:mekanismore:103, Dirty Dark Iron Dust
mekores:mekanismore:104, Dark Iron Dust
mekores:mekanismore:105, Tungsten Crystal
mekores:mekanismore:106, Tungsten Shard
mekores:mekanismore:107, Tungsten Clump
mekores:mekanismore:108, Dirty Tungsten Dust
mekores:mekanismore:109, Tungsten Dust
mekores:mekanismore:110, Zinc Crystal
mekores:mekanismore:111, Zinc Shard
mekores:mekanismore:112, Zinc Clump
mekores:mekanismore:113, Dirty Zinc Dust
mekores:mekanismore:114, Zinc Dust
mekores:mekanismore:115, Mercury Crystal
mekores:mekanismore:116, Mercury Shard
mekores:mekanismore:117, Mercury Clump
mekores:mekanismore:118, Dirty Mercury Dust
mekores:mekanismore:119, Mercury Dust
mekores:mekanismore:120, Palladium Crystal
mekores:mekanismore:121, Palladium Shard
mekores:mekanismore:122, Palladium Clump
mekores:mekanismore:123, Dirty Palladium Dust
mekores:mekanismore:124, Palladium Dust
mekores:mekanismore:125, Dilithium Crystal
mekores:mekanismore:126, Dilithium Shard
mekores:mekanismore:127, Dilithium Clump
mekores:mekanismore:128, Dirty Dilithium Dust
mekores:mekanismore:129, Dilithium Dust
mekores:mekanismore:130, Adamantine Crystal
mekores:mekanismore:131, Adamantine Shard
mekores:mekanismore:132, Adamantine Clump
mekores:mekanismore:133, Dirty Adamantine Dust
mekores:mekanismore:134, Adamantine Dust
mekores:mekanismore:135, Alduorite Crystal
mekores:mekanismore:136, Alduorite Shard
mekores:mekanismore:137, Alduorite Clump
mekores:mekanismore:138, Dirty Alduorite Dust
mekores:mekanismore:139, Alduorite Dust
mekores:mekanismore:140, Astral Silver Crystal
mekores:mekanismore:141, Astral Silver Shard
mekores:mekanismore:142, Astral Silver Clump
mekores:mekanismore:143, Dirty Astral Silver Dust
mekores:mekanismore:144, Astral Silver Dust
mekores:mekanismore:145, Atlarus Crystal
mekores:mekanismore:146, Atlarus Shard
mekores:mekanismore:147, Atlarus Clump
mekores:mekanismore:148, Dirty Atlarus Dust
mekores:mekanismore:149, Atlarus Dust
mekores:mekanismore:150, Carmot Crystal
mekores:mekanismore:151, Carmot Shard
mekores:mekanismore:152, Carmot Clump
mekores:mekanismore:153, Dirty Carmot Dust
mekores:mekanismore:154, Carmot Dust
mekores:mekanismore:155, Ceruclase Crystal
mekores:mekanismore:156, Ceruclase Shard
mekores:mekanismore:157, Ceruclase Clump
mekores:mekanismore:158, Dirty Ceruclase Dust
mekores:mekanismore:159, Ceruclase Dust
mekores:mekanismore:160, Deep Iron Crystal
mekores:mekanismore:161, Deep Iron Shard
mekores:mekanismore:162, Deep Iron Clump
mekores:mekanismore:163, Dirty Deep Iron Dust
mekores:mekanismore:164, Deep Iron Dust
mekores:mekanismore:165, Eximite Crystal
mekores:mekanismore:166, Eximite Shard
mekores:mekanismore:167, Eximite Clump
mekores:mekanismore:168, Dirty Eximite Dust
mekores:mekanismore:169, Eximite Dust
mekores:mekanismore:170, Ignatius Crystal
mekores:mekanismore:171, Ignatius Shard
mekores:mekanismore:172, Ignatius Clump
mekores:mekanismore:173, Dirty Ignatius Dust
mekores:mekanismore:174, Ignatius Dust
mekores:mekanismore:175, Infuscolium Crystal
mekores:mekanismore:176, Infuscolium Shard
mekores:mekanismore:177, Infuscolium Clump
mekores:mekanismore:178, Dirty Infuscolium Dust
mekores:mekanismore:179, Infuscolium Dust
mekores:mekanismore:180, Kalendrite Crystal
mekores:mekanismore:181, Kalendrite Shard
mekores:mekanismore:182, Kalendrite Clump
mekores:mekanismore:183, Dirty Kalendrite Dust
mekores:mekanismore:184, Kalendrite Dust
mekores:mekanismore:185, Lemurite Crystal
mekores:mekanismore:186, Lemurite Shard
mekores:mekanismore:187, Lemurite Clump
mekores:mekanismore:188, Dirty Lemurite Dust
mekores:mekanismore:189, Lemurite Dust
mekores:mekanismore:190, Manganese Crystal
mekores:mekanismore:191, Manganese Shard
mekores:mekanismore:192, Manganese Clump
mekores:mekanismore:193, Dirty Manganese Dust
mekores:mekanismore:194, Manganese Dust
mekores:mekanismore:195, Meutoite Crystal
mekores:mekanismore:196, Meutoite Shard
mekores:mekanismore:197, Meutoite Clump
mekores:mekanismore:198, Dirty Meutoite Dust
mekores:mekanismore:199, Meutoite Dust
mekores:mekanismore:200, Midasium Crystal
mekores:mekanismore:201, Midasium Shard
mekores:mekanismore:202, Midasium Clump
mekores:mekanismore:203, Dirty Midasium Dust
mekores:mekanismore:204, Midasium Dust
mekores:mekanismore:205, Orichalcum Crystal
mekores:mekanismore:206, Orichalcum Shard
mekores:mekanismore:207, Orichalcum Clump
mekores:mekanismore:208, Dirty Orichalcum Dust
mekores:mekanismore:209, Orichalcum Dust
mekores:mekanismore:210, Oureclase Crystal
mekores:mekanismore:211, Oureclase Shard
mekores:mekanismore:212, Oureclase Clump
mekores:mekanismore:213, Dirty Oureclase Dust
mekores:mekanismore:214, Oureclase Dust
mekores:mekanismore:215, Prometheum Crystal
mekores:mekanismore:216, Prometheum Shard
mekores:mekanismore:217, Prometheum Clump
mekores:mekanismore:218, Dirty Prometheum Dust
mekores:mekanismore:219, Prometheum Dust
mekores:mekanismore:220, Rubracium Crystal
mekores:mekanismore:221, Rubracium Shard
mekores:mekanismore:222, Rubracium Clump
mekores:mekanismore:223, Dirty Rubracium Dust
mekores:mekanismore:224, Rubracium Dust
mekores:mekanismore:225, Sanguinite Crystal
mekores:mekanismore:226, Sanguinite Shard
mekores:mekanismore:227, Sanguinite Clump
mekores:mekanismore:228, Dirty Sanguinite Dust
mekores:mekanismore:229, Sanguinite Dust
mekores:mekanismore:230, Shadow Iron Crystal
mekores:mekanismore:231, Shadow Iron Shard
mekores:mekanismore:232, Shadow Iron Clump
mekores:mekanismore:233, Dirty Shadow Iron Dust
mekores:mekanismore:234, Shadow Iron Dust
mekores:mekanismore:235, Vulcanite Crystal
mekores:mekanismore:236, Vulcanite Shard
mekores:mekanismore:237, Vulcanite Clump
mekores:mekanismore:238, Dirty Vulcanite Dust
mekores:mekanismore:239, Vulcanite Dust
mekores:mekanismore:240, Vyroxeres Crystal
mekores:mekanismore:241, Vyroxeres Shard
